year,month,species,sciname,length_cm,frequency
2018,8,TRITR01,Trichiurus lepturus,45.5,3
2018,8,TRITR01,Trichiurus lepturus,46,2
2018,8,TRITR01,Trichiurus lepturus,46.5,1
2018,8,TRITR01,Trichiurus lepturus,47.5,1
2018,8,TRITR01,Trichiurus lepturus,48,2
2018,8,TRITR01,Trichiurus lepturus,48.5,4
2018,8,TRITR01,Trichiurus lepturus,49,3
2018,8,TRITR01,Trichiurus lepturus,49.5,3
2018,8,TRITR01,Trichiurus lepturus,50,6
2018,8,TRITR01,Trichiurus lepturus,51,8
2018,8,TRITR01,Trichiurus lepturus,52,6
2018,8,TRITR01,Trichiurus lepturus,53,4
2018,8,TRITR01,Trichiurus lepturus,54,4
2018,8,TRITR01,Trichiurus lepturus,55,9
2018,8,TRITR01,Trichiurus lepturus,56,5
2018,8,TRITR01,Trichiurus lepturus,57,2
2018,8,TRITR01,Trichiurus lepturus,58,2
2018,8,TRITR01,Trichiurus lepturus,59,2
2018,8,TRITR01,Trichiurus lepturus,61,1
2018,8,TRITR01,Trichiurus lepturus,62,4
2018,8,TRITR01,Trichiurus lepturus,63,2
2018,8,TRITR01,Trichiurus lepturus,64,2
2018,8,TRITR01,Trichiurus lepturus,65,1
2018,8,TRITR01,Trichiurus lepturus,66,2
2018,8,TRITR01,Trichiurus lepturus,69,2
2018,8,TRITR01,Trichiurus lepturus,71,1
2018,8,TRITR01,Trichiurus lepturus,74,1
2018,8,TRITR01,Trichiurus lepturus,76,2
2018,8,TRITR01,Trichiurus lepturus,77,1
2018,8,TRITR01,Trichiurus lepturus,85,1
2018,11,TRITR01,Trichiurus lepturus,5,11
2018,11,TRITR01,Trichiurus lepturus,11,1
2018,11,TRITR01,Trichiurus lepturus,12,3
2018,11,TRITR01,Trichiurus lepturus,13,2
2018,11,TRITR01,Trichiurus lepturus,14,4
2018,11,TRITR01,Trichiurus lepturus,15,9
2018,11,TRITR01,Trichiurus lepturus,16,2
2018,11,TRITR01,Trichiurus lepturus,17,9
2018,11,TRITR01,Trichiurus lepturus,18,1
2018,11,TRITR01,Trichiurus lepturus,19,6
2018,11,TRITR01,Trichiurus lepturus,20,15
2018,11,TRITR01,Trichiurus lepturus,21,22
2018,11,TRITR01,Trichiurus lepturus,22,18
2018,11,TRITR01,Trichiurus lepturus,23,6
2018,11,TRITR01,Trichiurus lepturus,24,8
2018,11,TRITR01,Trichiurus lepturus,25,23
2018,11,TRITR01,Trichiurus lepturus,26,8
2018,11,TRITR01,Trichiurus lepturus,27,10
2018,11,TRITR01,Trichiurus lepturus,28,11
2018,11,TRITR01,Trichiurus lepturus,29,8
2018,11,TRITR01,Trichiurus lepturus,30,4
2018,11,TRITR01,Trichiurus lepturus,31,21
2018,11,TRITR01,Trichiurus lepturus,32,15
2018,11,TRITR01,Trichiurus lepturus,33,4
2018,11,TRITR01,Trichiurus lepturus,34,4
2018,11,TRITR01,Trichiurus lepturus,35,4
2018,11,TRITR01,Trichiurus lepturus,36,3
2018,11,TRITR01,Trichiurus lepturus,37,9
2018,11,TRITR01,Trichiurus lepturus,38,3
2018,11,TRITR01,Trichiurus lepturus,39,12
2018,11,TRITR01,Trichiurus lepturus,40,15
2018,11,TRITR01,Trichiurus lepturus,41,5
2018,11,TRITR01,Trichiurus lepturus,42,4
2018,11,TRITR01,Trichiurus lepturus,43,11
2018,11,TRITR01,Trichiurus lepturus,44,4
2018,11,TRITR01,Trichiurus lepturus,45,5
2018,11,TRITR01,Trichiurus lepturus,46,5
2018,11,TRITR01,Trichiurus lepturus,47,7
2018,11,TRITR01,Trichiurus lepturus,48,8
2018,11,TRITR01,Trichiurus lepturus,49,1
2018,11,TRITR01,Trichiurus lepturus,50,5
2018,11,TRITR01,Trichiurus lepturus,51,3
2018,11,TRITR01,Trichiurus lepturus,52,3
2018,11,TRITR01,Trichiurus lepturus,53,1
2018,11,TRITR01,Trichiurus lepturus,54,1
2018,11,TRITR01,Trichiurus lepturus,55,2
2018,11,TRITR01,Trichiurus lepturus,56,2
2018,11,TRITR01,Trichiurus lepturus,57,3
2018,11,TRITR01,Trichiurus lepturus,58,3
2018,11,TRITR01,Trichiurus lepturus,59,5
2018,11,TRITR01,Trichiurus lepturus,61,2
2018,11,TRITR01,Trichiurus lepturus,64,3
2018,11,TRITR01,Trichiurus lepturus,65,3
2018,11,TRITR01,Trichiurus lepturus,67,1
2018,11,TRITR01,Trichiurus lepturus,68,1
2018,11,TRITR01,Trichiurus lepturus,69,1
2018,12,TRITR01,Trichiurus lepturus,12,1
2018,12,TRITR01,Trichiurus lepturus,16,5
2018,12,TRITR01,Trichiurus lepturus,18,5
2018,12,TRITR01,Trichiurus lepturus,19,2
2018,12,TRITR01,Trichiurus lepturus,21,15
2018,12,TRITR01,Trichiurus lepturus,22,21
2018,12,TRITR01,Trichiurus lepturus,23,1
2018,12,TRITR01,Trichiurus lepturus,24,14
2018,12,TRITR01,Trichiurus lepturus,27,4
2018,12,TRITR01,Trichiurus lepturus,28,5
2018,12,TRITR01,Trichiurus lepturus,29,3
2018,12,TRITR01,Trichiurus lepturus,32,3
2018,12,TRITR01,Trichiurus lepturus,33,4
2018,12,TRITR01,Trichiurus lepturus,35,1
2018,12,TRITR01,Trichiurus lepturus,36,1
2018,12,TRITR01,Trichiurus lepturus,37,1
2018,12,TRITR01,Trichiurus lepturus,38,4
2018,12,TRITR01,Trichiurus lepturus,41,1
2018,12,TRITR01,Trichiurus lepturus,42,1
2018,12,TRITR01,Trichiurus lepturus,43,2
2018,12,TRITR01,Trichiurus lepturus,45,3
2018,12,TRITR01,Trichiurus lepturus,47,1
2018,12,TRITR01,Trichiurus lepturus,48,2
2018,12,TRITR01,Trichiurus lepturus,50,3
2018,12,TRITR01,Trichiurus lepturus,53,1
2018,12,TRITR01,Trichiurus lepturus,64,1
2018,12,TRITR01,Trichiurus lepturus,66,1
2018,12,TRITR01,Trichiurus lepturus,77,1
2018,12,TRITR01,Trichiurus lepturus,91,1
2018,8,TRITR03,Trichiurus gangeticus,23.5,1
2018,8,TRITR03,Trichiurus gangeticus,25,2
2018,8,TRITR03,Trichiurus gangeticus,26,1
2018,8,TRITR03,Trichiurus gangeticus,27,2
2018,8,TRITR03,Trichiurus gangeticus,28.5,3
2018,8,TRITR03,Trichiurus gangeticus,29,1
2018,8,TRITR03,Trichiurus gangeticus,29.5,2
2018,8,TRITR03,Trichiurus gangeticus,30,1
2018,8,TRITR03,Trichiurus gangeticus,30.5,1
2018,8,TRITR03,Trichiurus gangeticus,32,2
2018,8,TRITR03,Trichiurus gangeticus,32.5,2
2018,8,TRITR03,Trichiurus gangeticus,33,1
2018,8,TRITR03,Trichiurus gangeticus,34,3
2018,8,TRITR03,Trichiurus gangeticus,34.5,1
2018,8,TRITR03,Trichiurus gangeticus,35.5,2
2018,8,TRITR03,Trichiurus gangeticus,38.5,1
2018,8,TRITR03,Trichiurus gangeticus,39.5,1
2018,8,TRITR03,Trichiurus gangeticus,41,1
2018,8,TRITR03,Trichiurus gangeticus,43.5,2
2018,8,TRITR03,Trichiurus gangeticus,47,1
2018,8,TRITR03,Trichiurus gangeticus,47.5,1
2018,8,TRITR03,Trichiurus gangeticus,48,1
2018,8,TRITR03,Trichiurus gangeticus,50,1
2018,8,TRITR03,Trichiurus gangeticus,53,1
2018,8,TRITR03,Trichiurus gangeticus,54,1
2018,12,TRITR03,Trichiurus gangeticus,51,1
2018,1,TRNPS01,Pseudotriacanthus strigilifer,17,1
2018,1,TRNPS01,Pseudotriacanthus strigilifer,18,3
2018,1,TRNPS01,Pseudotriacanthus strigilifer,19,1
2018,1,TRNPS01,Pseudotriacanthus strigilifer,21,2
2018,1,TRNPS01,Pseudotriacanthus strigilifer,22,1
2018,1,TRNPS01,Pseudotriacanthus strigilifer,23,1
2018,2,TRNPS01,Pseudotriacanthus strigilifer,17,2
2018,2,TRNPS01,Pseudotriacanthus strigilifer,18,2
2018,2,TRNPS01,Pseudotriacanthus strigilifer,20,1
2018,2,TRNPS01,Pseudotriacanthus strigilifer,22,1
2018,11,TRNPS01,Pseudotriacanthus strigilifer,22,1
2018,11,TRNPS01,Pseudotriacanthus strigilifer,24,1
2018,2,TRNTR01,Triacanthus biaculeatus,16,3
2018,2,TRNTR01,Triacanthus biaculeatus,17,2
2018,2,TRNTR01,Triacanthus biaculeatus,18,2
2018,2,TRNTR01,Triacanthus biaculeatus,20,3
2018,2,TRNTR01,Triacanthus biaculeatus,21,1
2018,2,TRNTR01,Triacanthus biaculeatus,23,1
2018,2,UNIDE00,UNIDENTIFIED FISH,8,2
2018,2,UNIDE00,UNIDENTIFIED FISH,33,1
2018,11,UNIFI00,Unidentified,4,27
2018,11,UNIFI00,Unidentified,5,20
2018,11,UNIFI00,Unidentified,30,1
2018,11,URAUR98,Urauoscopus fuscomaculatus,6,1
2018,11,URAUR98,Urauoscopus fuscomaculatus,7,4
2018,11,URAUR98,Urauoscopus fuscomaculatus,8,3
2018,11,URAUR98,Urauoscopus fuscomaculatus,9,7
2018,11,URAUR98,Urauoscopus fuscomaculatus,10,12
2018,11,URAUR98,Urauoscopus fuscomaculatus,11,10
2018,11,URAUR98,Urauoscopus fuscomaculatus,12,12
2018,11,URAUR98,Urauoscopus fuscomaculatus,13,6
2018,11,URAUR98,Urauoscopus fuscomaculatus,14,4
2018,11,URAUR98,Urauoscopus fuscomaculatus,15,5
2018,11,URAUR98,Urauoscopus fuscomaculatus,16,1
2018,11,URAUR98,Urauoscopus fuscomaculatus,17,1
2018,11,URAUR98,Urauoscopus fuscomaculatus,18,2
2018,11,URAUR98,Urauoscopus fuscomaculatus,24,1
2018,12,URAUR98,Urauoscopus fuscomaculatus,9,2
2018,12,URAUR98,Urauoscopus fuscomaculatus,10,2
2018,12,URAUR98,Urauoscopus fuscomaculatus,11,3
2018,12,URAUR98,Urauoscopus fuscomaculatus,13,1
2018,1,URAUR99,Uranoscopus guttatus,9,4
2018,1,URAUR99,Uranoscopus guttatus,11,4
2018,1,URAUR99,Uranoscopus guttatus,12,4
2018,1,URAUR99,Uranoscopus guttatus,13,2
2018,1,URAUR99,Uranoscopus guttatus,14,1
2018,1,URAUR99,Uranoscopus guttatus,15,1
2018,1,URAUR99,Uranoscopus guttatus,24,1
2019,2,ACAAC14,Acanthurus mata,19,1
2019,1,ACRAC01,Acropoma japonicum,2,31
2019,1,ACRAC01,Acropoma japonicum,3,28
2019,1,ACRAC01,Acropoma japonicum,4,199
2019,1,ACRAC01,Acropoma japonicum,5,97
2019,1,ACRAC01,Acropoma japonicum,6,108
2019,1,ACRAC01,Acropoma japonicum,7,121
2019,1,ACRAC01,Acropoma japonicum,8,253
2019,1,ACRAC01,Acropoma japonicum,9,71
2019,1,ACRAC01,Acropoma japonicum,10,48
2019,1,ACRAC01,Acropoma japonicum,11,8
2019,1,ACRAC01,Acropoma japonicum,13,1
2019,1,ACRAC01,Acropoma japonicum,14,14
2019,2,ACRAC01,Acropoma japonicum,6,16
2019,2,ACRAC01,Acropoma japonicum,7,16
2019,2,ACRAC01,Acropoma japonicum,8,21
2019,2,ACRAC01,Acropoma japonicum,9,17
2019,2,ACRAC01,Acropoma japonicum,10,8
2019,2,ACRAC01,Acropoma japonicum,11,3
2019,1,AMBAM02,Ambassis ambassis,4,3
2019,1,AMBAM02,Ambassis ambassis,5,17
2019,1,AMBAM02,Ambassis ambassis,6,9
2019,1,AMBAM02,Ambassis ambassis,7,3
2019,1,AMBAM02,Ambassis ambassis,8,2
2019,1,AMBAM02,Ambassis ambassis,10,1
2019,1,AMBAM02,Ambassis ambassis,11,1
2019,1,ANGLE01,Leptocephalus - transforming,13,1
2019,1,ANGLE01,Leptocephalus - transforming,15,1
2019,1,ANRAN05,Antennarius hispidus,8,3
2019,1,ANRAN05,Antennarius hispidus,10,2
2019,1,ANRAN05,Antennarius hispidus,11,1
2019,1,ANRAN05,Antennarius hispidus,12,1
2019,1,ANRAN05,Antennarius hispidus,14,1
2019,2,ANRAN05,Antennarius hispidus,7,1
2019,2,ANRAN05,Antennarius hispidus,9,1
2019,2,ANRAN05,Antennarius hispidus,10,1
2019,2,ANRAN05,Antennarius hispidus,11,1
2019,2,ANRAN05,Antennarius hispidus,14,1
2019,2,APOAP00,Apogon sp. *,4,15
2019,2,APOAP00,Apogon sp. *,5,100
2019,2,APOAP00,Apogon sp. *,6,142
2019,2,APOAP00,Apogon sp. *,7,25
2019,2,APOAP00,Apogon sp. *,8,3
2019,1,APOAP23,Jaydia ellioti *,10,1
2019,2,APOAP23,Jaydia ellioti *,5,4
2019,2,APOAP23,Jaydia ellioti *,6,1
2019,2,APOAP23,Jaydia ellioti *,8,1
2019,1,APOJA03,Jaydia queketti,4,20
2019,1,APOJA03,Jaydia queketti,5,54
2019,1,APOJA03,Jaydia queketti,6,18
2019,1,APOJA03,Jaydia queketti,7,3
2019,1,APOJA03,Jaydia queketti,8,4
2019,1,APOJA03,Jaydia queketti,9,5
2019,1,APOJA03,Jaydia queketti,10,3
2019,2,APOJA03,Jaydia queketti,9,1
2019,2,APOJA03,Jaydia queketti,10,2
2019,2,APOJA03,Jaydia queketti,11,1
2019,1,APOJA23,Jaydia ellioti,4,42
2019,1,APOJA23,Jaydia ellioti,5,32
2019,1,APOJA23,Jaydia ellioti,6,47
2019,1,APOJA23,Jaydia ellioti,7,11
2019,1,APOJA23,Jaydia ellioti,8,1
2019,2,APOJA23,Jaydia ellioti,4,7
2019,2,APOJA23,Jaydia ellioti,5,28
2019,2,APOJA23,Jaydia ellioti,6,48
2019,2,APOJA23,Jaydia ellioti,7,9
2019,2,APOJA23,Jaydia ellioti,8,1
2019,2,APOJA23,Jaydia ellioti,9,1
2019,1,APOOS01,Ostorhinchus fasciatus,3,2
2019,1,APOOS01,Ostorhinchus fasciatus,4,66
2019,1,APOOS01,Ostorhinchus fasciatus,5,98
2019,1,APOOS01,Ostorhinchus fasciatus,6,90
2019,1,APOOS01,Ostorhinchus fasciatus,7,24
2019,1,APOOS01,Ostorhinchus fasciatus,8,32
2019,2,APOOS01,Ostorhinchus fasciatus,4,6
2019,2,APOOS01,Ostorhinchus fasciatus,5,49
2019,2,APOOS01,Ostorhinchus fasciatus,6,88
2019,2,APOOS01,Ostorhinchus fasciatus,7,50
2019,2,APOOS01,Ostorhinchus fasciatus,8,18
2019,2,APOOS01,Ostorhinchus fasciatus,9,1
2019,1,ARDAR00,Arius sp.,12,1
2019,1,ARDAR00,Arius sp.,13,1
2019,1,ARDAR00,Arius sp.,14,11
2019,1,ARDAR00,Arius sp.,15,9
2019,1,ARDAR00,Arius sp.,16,4
2019,1,ARDAR00,Arius sp.,17,3
2019,1,ARDAR00,Arius sp.,18,3
2019,1,ARDAR00,Arius sp.,19,1
2019,1,ARDAR00,Arius sp.,22,2
2019,1,ARDAR00,Arius sp.,23,4
2019,1,ARDAR00,Arius sp.,24,2
2019,1,ARDAR00,Arius sp.,25,4
2019,1,ARDAR00,Arius sp.,27,3
2019,1,ARDAR00,Arius sp.,28,4
2019,1,ARDAR00,Arius sp.,29,2
2019,1,ARDAR00,Arius sp.,30,4
2019,1,ARDAR00,Arius sp.,31,2
2019,1,ARDAR00,Arius sp.,32,3
2019,1,ARDAR00,Arius sp.,33,1
2019,1,ARDAR00,Arius sp.,34,1
2019,2,ARDAR00,Arius sp.,10,1
2019,2,ARDAR00,Arius sp.,13,1
2019,2,ARDAR00,Arius sp.,17,1
2019,2,ARDAR00,Arius sp.,21,1
2019,2,ARDAR00,Arius sp.,23,1
2019,2,ARDAR00,Arius sp.,24,1
2019,2,ARDAR00,Arius sp.,30,1
2019,2,ARDAR00,Arius sp.,32,1
2019,2,ARDAR00,Arius sp.,39,1
2019,1,ARMAR02,Ariomma indicum,6,1
2019,1,ARMAR02,Ariomma indicum,8,1
2019,1,ARMAR02,Ariomma indicum,9,2
2019,1,ARMAR02,Ariomma indicum,10,13
2019,1,ARMAR02,Ariomma indicum,11,6
2019,1,ARMAR02,Ariomma indicum,13,1
2019,1,ARMAR02,Ariomma indicum,14,51
2019,1,ARMAR02,Ariomma indicum,15,97
2019,1,ARMAR02,Ariomma indicum,16,45
2019,1,ARMAR02,Ariomma indicum,17,11
2019,1,ARMAR02,Ariomma indicum,18,6
2019,1,ARMAR02,Ariomma indicum,19,1
2019,1,ARMAR03,Ariomma brevimanum,13,4
2019,1,ARMAR03,Ariomma brevimanum,14,9
2019,1,ARMAR03,Ariomma brevimanum,15,12
2019,1,ARMAR03,Ariomma brevimanum,16,13
2019,1,ARMAR03,Ariomma brevimanum,17,3
2019,1,ARMAR03,Ariomma brevimanum,18,4
2019,1,BEMAA00,BEMBRIDAE *,13,1
2019,1,BEMAA00,BEMBRIDAE *,15,1
2019,1,BOTLA05,Leops nigrescens,9,2
2019,1,BOTLA05,Leops nigrescens,12,1
2019,1,BOTLA05,Leops nigrescens,14,1
2019,1,BOTPS02,Pseudorhombus elevatus,12,2
2019,1,BOTPS02,Pseudorhombus elevatus,13,6
2019,1,BOTPS02,Pseudorhombus elevatus,14,3
2019,1,BOTPS02,Pseudorhombus elevatus,16,3
2019,1,BOTPS02,Pseudorhombus elevatus,17,1
2019,1,BOTPS02,Pseudorhombus elevatus,18,1
2019,1,BOTPS02,Pseudorhombus elevatus,19,1
2019,1,BOTPS02,Pseudorhombus elevatus,20,4
2019,1,BOTPS02,Pseudorhombus elevatus,24,1
2019,2,BOTPS02,Pseudorhombus elevatus,11,1
2019,2,BOTPS02,Pseudorhombus elevatus,14,2
2019,2,BOTPS02,Pseudorhombus elevatus,16,2
2019,2,BOTPS02,Pseudorhombus elevatus,19,1
2019,2,BOTPS02,Pseudorhombus elevatus,20,1
2019,2,BOTPS02,Pseudorhombus elevatus,21,1
2019,2,BOTPS02,Pseudorhombus elevatus,23,1
2019,1,BOTPS03,Pseudorhombus arsius,19,1
2019,1,BOTPS06,Pseudorhombus javanicus,13,1
2019,1,BOTPS06,Pseudorhombus javanicus,14,2
2019,1,BOTPS06,Pseudorhombus javanicus,17,1
2019,1,BOTPS06,Pseudorhombus javanicus,19,2
2019,1,BOTPS06,Pseudorhombus javanicus,20,1
2019,1,BOTPS06,Pseudorhombus javanicus,21,4
2019,2,BOTPS06,Pseudorhombus javanicus,12,2
2019,2,BOTPS06,Pseudorhombus javanicus,13,6
2019,2,BOTPS06,Pseudorhombus javanicus,16,5
2019,2,BOTPS06,Pseudorhombus javanicus,17,1
2019,2,BOTPS06,Pseudorhombus javanicus,18,2
2019,2,BOTPS06,Pseudorhombus javanicus,20,5
2019,1,BOTPS09,Pseudorhombus malayanus,12,1
2019,1,BOTPS09,Pseudorhombus malayanus,14,1
2019,1,BREBR01,Bregmaceros mcclellandi,5,6
2019,1,BREBR01,Bregmaceros mcclellandi,6,20
2019,1,BREBR01,Bregmaceros mcclellandi,7,19
2019,1,BREBR01,Bregmaceros mcclellandi,8,16
2019,1,BREBR01,Bregmaceros mcclellandi,9,3
2019,2,BREBR01,Bregmaceros mcclellandi,3,4
2019,2,BREBR01,Bregmaceros mcclellandi,4,9
2019,2,BREBR01,Bregmaceros mcclellandi,5,36
2019,2,BREBR01,Bregmaceros mcclellandi,6,28
2019,2,BREBR01,Bregmaceros mcclellandi,7,1
2019,1,CARAP01,Alepes djedaba,6,1
2019,1,CARAP01,Alepes djedaba,8,1
2019,1,CARAP01,Alepes djedaba,9,1
2019,1,CARAP01,Alepes djedaba,10,2
2019,1,CARAP01,Alepes djedaba,11,2
2019,1,CARAP01,Alepes djedaba,12,5
2019,1,CARAP01,Alepes djedaba,13,17
2019,1,CARAP01,Alepes djedaba,14,13
2019,1,CARAP01,Alepes djedaba,15,5
2019,1,CARAP01,Alepes djedaba,16,6
2019,1,CARAP01,Alepes djedaba,17,2
2019,1,CARAP01,Alepes djedaba,20,1
2019,1,CARAP01,Alepes djedaba,23,1
2019,1,CARAP02,Alepes vari,15,1
2019,1,CARAP02,Alepes vari,16,2
2019,2,CARAP03,Alepes melanoptera,8,1
2019,1,CARAT01,Atule mate,15,1
2019,1,CARAU01,Atropus atropos,5,2
2019,1,CARAU01,Atropus atropos,6,3
2019,1,CARAU01,Atropus atropos,7,1
2019,1,CARAU01,Atropus atropos,8,4
2019,1,CARAU01,Atropus atropos,9,11
2019,1,CARAU01,Atropus atropos,10,19
2019,1,CARAU01,Atropus atropos,11,11
2019,1,CARAU01,Atropus atropos,12,2
2019,1,CARAU01,Atropus atropos,13,4
2019,1,CARAU01,Atropus atropos,14,5
2019,1,CARAU01,Atropus atropos,15,1
2019,1,CARAU01,Atropus atropos,19,1
2019,1,CARAU01,Atropus atropos,20,1
2019,2,CARAU01,Atropus atropos,8,1
2019,2,CARAU01,Atropus atropos,12,4
2019,2,CARAU01,Atropus atropos,13,1
2019,2,CARAU01,Atropus atropos,14,3
2019,2,CARAU01,Atropus atropos,15,1
2019,2,CARAU01,Atropus atropos,18,1
2019,1,CARCS02,Carangoides ferdau,15,1
2019,1,CARCS02,Carangoides ferdau,17,1
2019,1,CARCS05,Carangoides chrysophrys,2,1
2019,1,CARCS05,Carangoides chrysophrys,14,1
2019,2,CARCS05,Carangoides chrysophrys,15,2
2019,2,CARCS05,Carangoides chrysophrys,16,5
2019,2,CARCS05,Carangoides chrysophrys,17,7
2019,2,CARCS05,Carangoides chrysophrys,18,3
2019,2,CARCS05,Carangoides chrysophrys,27,4
2019,2,CARCS07,Carangoides caeruleopinnatus,12,1
2019,2,CARCS07,Carangoides caeruleopinnatus,13,1
2019,2,CARCS07,Carangoides caeruleopinnatus,14,1
2019,1,CARDE08,Decapterus russelli,12,1
2019,1,CARDE08,Decapterus russelli,13,2
2019,1,CARDE08,Decapterus russelli,14,108
2019,1,CARDE08,Decapterus russelli,15,62
2019,1,CARDE08,Decapterus russelli,16,11
2019,1,CARDE08,Decapterus russelli,17,23
2019,1,CARDE08,Decapterus russelli,18,7
2019,1,CARDE08,Decapterus russelli,19,7
2019,1,CARDE08,Decapterus russelli,20,1
2019,1,CARDE08,Decapterus russelli,21,4
2019,1,CARDE08,Decapterus russelli,23,1
2019,2,CARDE08,Decapterus russelli,6,1
2019,2,CARDE08,Decapterus russelli,11,2
2019,2,CARDE08,Decapterus russelli,13,1
2019,2,CARDE08,Decapterus russelli,14,1
2019,2,CARDE08,Decapterus russelli,15,11
2019,2,CARDE08,Decapterus russelli,16,12
2019,2,CARDE08,Decapterus russelli,17,16
2019,2,CARDE08,Decapterus russelli,18,2
2019,2,CARDE08,Decapterus russelli,19,3
2019,2,CARDE08,Decapterus russelli,20,4
2019,2,CARDE08,Decapterus russelli,21,4
2019,2,CARDE08,Decapterus russelli,22,3
2019,2,CARDE08,Decapterus russelli,23,1
2019,1,CARME01,Megalaspis cordyla,13,4
2019,1,CARME01,Megalaspis cordyla,14,6
2019,1,CARME01,Megalaspis cordyla,15,2
2019,1,CARME01,Megalaspis cordyla,16,7
2019,1,CARME01,Megalaspis cordyla,17,23
2019,1,CARME01,Megalaspis cordyla,18,18
2019,1,CARME01,Megalaspis cordyla,19,2
2019,1,CARME01,Megalaspis cordyla,21,2
2019,1,CARME01,Megalaspis cordyla,22,2
2019,1,CARME01,Megalaspis cordyla,23,5
2019,1,CARME01,Megalaspis cordyla,24,10
2019,1,CARME01,Megalaspis cordyla,25,12
2019,1,CARME01,Megalaspis cordyla,26,3
2019,1,CARME01,Megalaspis cordyla,27,7
2019,1,CARME01,Megalaspis cordyla,28,3
2019,1,CARME01,Megalaspis cordyla,29,12
2019,1,CARME01,Megalaspis cordyla,30,6
2019,1,CARME01,Megalaspis cordyla,31,12
2019,1,CARME01,Megalaspis cordyla,32,2
2019,1,CARME01,Megalaspis cordyla,33,1
2019,2,CARME01,Megalaspis cordyla,15,1
2019,2,CARME01,Megalaspis cordyla,17,4
2019,2,CARME01,Megalaspis cordyla,18,5
2019,2,CARME01,Megalaspis cordyla,19,10
2019,2,CARME01,Megalaspis cordyla,20,2
2019,2,CARME01,Megalaspis cordyla,23,1
2019,2,CARME01,Megalaspis cordyla,24,1
2019,2,CARME01,Megalaspis cordyla,25,3
2019,2,CARME01,Megalaspis cordyla,26,1
2019,2,CARME01,Megalaspis cordyla,28,3
2019,2,CARME01,Megalaspis cordyla,29,5
2019,1,CARNA01,Naucrates ductor,14,1
2019,1,CARNA01,Naucrates ductor,15,1
2019,1,CARNA01,Naucrates ductor,16,1
2019,1,CARNA01,Naucrates ductor,17,1
2019,1,CARNA01,Naucrates ductor,18,1
2019,1,CARPA01,Parastromateus niger,10,2
2019,1,CARPA01,Parastromateus niger,11,11
2019,1,CARPA01,Parastromateus niger,12,12
2019,1,CARPA01,Parastromateus niger,13,1
2019,1,CARPA01,Parastromateus niger,21,2
2019,1,CARPA01,Parastromateus niger,22,6
2019,1,CARPA01,Parastromateus niger,23,11
2019,1,CARPA01,Parastromateus niger,24,6
2019,1,CARPA01,Parastromateus niger,25,2
2019,1,CARPA01,Parastromateus niger,27,1
2019,1,CARPA01,Parastromateus niger,28,1
2019,1,CARPA01,Parastromateus niger,31,1
2019,1,CARPA01,Parastromateus niger,32,1
2019,1,CARPA01,Parastromateus niger,40,1
2019,1,CARPA01,Parastromateus niger,41,1
2019,2,CARPA01,Parastromateus niger,11,2
2019,2,CARPA01,Parastromateus niger,22,4
2019,2,CARPA01,Parastromateus niger,23,16
2019,2,CARPA01,Parastromateus niger,24,4
2019,2,CARPA01,Parastromateus niger,25,5
2019,2,CARPA01,Parastromateus niger,26,3
2019,1,CARSA01,Selar crumenophthalmus,11,3
2019,1,CARSA01,Selar crumenophthalmus,12,1
2019,1,CARSA01,Selar crumenophthalmus,13,3
2019,1,CARSA01,Selar crumenophthalmus,14,2
2019,1,CARSA01,Selar crumenophthalmus,15,39
2019,1,CARSA01,Selar crumenophthalmus,16,46
2019,1,CARSA01,Selar crumenophthalmus,17,34
2019,1,CARSA01,Selar crumenophthalmus,18,5
2019,1,CARSA01,Selar crumenophthalmus,19,36
2019,1,CARSA01,Selar crumenophthalmus,20,28
2019,1,CARSA01,Selar crumenophthalmus,21,13
2019,1,CARSA01,Selar crumenophthalmus,22,7
2019,1,CARSA01,Selar crumenophthalmus,23,3
2019,1,CARSA01,Selar crumenophthalmus,24,1
2019,2,CARSA01,Selar crumenophthalmus,21,5
2019,2,CARSA01,Selar crumenophthalmus,23,1
2019,2,CARSA01,Selar crumenophthalmus,24,2
2019,1,CARSA02,Selar boops,14,3
2019,1,CARSA02,Selar boops,16,6
2019,1,CARSA02,Selar boops,17,3
2019,2,CARSA02,Selar boops,12,1
2019,2,CARSA02,Selar boops,13,1
2019,2,CARSA02,Selar boops,15,1
2019,2,CARSA02,Selar boops,16,1
2019,2,CARSA02,Selar boops,17,7
2019,2,CARSA02,Selar boops,19,2
2019,2,CARSA02,Selar boops,20,6
2019,2,CARSA02,Selar boops,21,6
2019,2,CARSA02,Selar boops,22,6
2019,1,CARSC01,Scomberoides tol,26,3
2019,1,CARSC01,Scomberoides tol,27,1
2019,1,CARSC01,Scomberoides tol,28,1
2019,1,CARSC02,Scomberoides commersonianus,29,1
2019,1,CARSC02,Scomberoides commersonianus,37,1
2019,1,CARSI01,Seriolina nigrofasciata,32,1
2019,1,CERCE01,Centriscus scutatus,11,1
2019,1,CHLCH03,Chlorophthalmus agassizi,10,1
2019,1,CHLCH03,Chlorophthalmus agassizi,11,2
2019,1,CHMCH01,Champsodon capensis,3,1
2019,1,CHMCH01,Champsodon capensis,4,16
2019,1,CHMCH01,Champsodon capensis,5,34
2019,1,CHMCH01,Champsodon capensis,6,32
2019,1,CHMCH01,Champsodon capensis,7,36
2019,1,CHMCH01,Champsodon capensis,8,16
2019,1,CHMCH01,Champsodon capensis,9,14
2019,1,CHMCH01,Champsodon capensis,10,9
