year,month,species,length_cm,weight_gm
2018,11,SQULO71,17,48
2018,11,SQULO71,4,5
2018,11,SQULO71,6,13
2018,11,SQULO71,7,18
2018,11,SQULO71,10,44
2018,11,SQULO71,6,13
2018,11,SQULO71,8,25
2018,11,SQULO71,2,2
2018,11,SQULO71,3,3
2018,11,SQULO71,4,5
2018,11,SQULO71,3,2
2018,11,SQULO71,4,4
2018,11,SQULO71,3,2
2018,11,SQULO71,2,2
2018,11,SQULO71,3,4
2018,11,SQULO71,3,4
2018,11,SQULO71,2,2
2018,11,SQULO71,3,3
2018,11,SQULO71,10,35
2018,11,SQULO71,6,10
2018,11,SQULO71,10,40
2018,11,SQULO71,3,2
2018,11,SQULO71,4,2
2018,11,SQULO71,5,4
2018,11,SQULO71,6,7
2018,11,SQULO71,7,16
2018,11,SQULO71,8,17
2018,11,SQULO71,3,3
2018,11,SQULO71,4,6
2018,11,SQULO71,5,9
2018,11,SQULO71,7,20
2018,11,SQULO71,2,1
2018,11,SQULO71,3,2
2018,11,SQULO71,4,4
2018,11,SQULO71,8,20
2018,11,SQULO71,7,16
2018,11,SQULO71,3,2
2018,11,SQULO71,4,4
2018,11,SQULO71,7,15
2018,11,SQULO71,2,3
2018,11,SQULO71,3,3
2018,11,SQULO71,5,10
2018,11,SQULO71,6,14
2018,11,SQULO71,4,14
2018,11,SQULO71,7,16
2018,11,SQULO71,8,19
2018,11,SQULO71,9,25
2018,11,SQULO71,4,4
2018,11,SQULO71,5,8
2018,11,SQULO71,8,23
2018,11,SQULO71,7,13
2018,11,SQULO71,4,6
2018,11,SQULO71,6,12
2018,11,SQULO71,8,28
2018,11,SQULO71,3,3
2018,11,SQULO71,4,4
2018,11,SQULO71,5,5
2018,11,SQULO71,9,22
2018,11,SQULO71,8,18
2018,11,SQULO71,2,1
2018,11,SQULO71,4,6
2018,11,SQULO71,5,9
2018,11,SQULO71,6,10
2018,11,SQULO71,3,2
2018,11,SQULO71,4,4
2018,11,SQULO71,12,39
2018,11,SQULO71,11,31
2018,11,SQULO71,2,1
2018,11,SQULO71,3,1
2018,11,SQULO71,4,4
2018,11,SQULO71,7,16
2018,11,SQULO71,6,10
2018,11,SQULO71,3,2
2018,11,SQULO71,4,5
2018,11,SQULO71,5,8
2018,11,SQULO71,6,11
2018,11,SQULO71,7,12
2018,11,SQULO71,7,14
2018,11,SQULO71,4,4
2018,11,SQULO71,5,7
2018,11,SQULO71,6,8
2018,11,SQULO71,10,32
2018,11,SQULO71,4,5
2018,11,SQULO71,5,6
2018,11,SQULO71,9,24
2018,11,SQULO71,10,47
2018,11,SQUOC11,3,12
2018,11,SQUOC11,2,7
2018,11,SQUOC11,3,11
2018,11,SQUOC11,4,15
2018,11,SQUOC11,4,24
2018,11,SQUOC11,2,9
2018,11,SQUOC11,1,4
2018,11,SQUOC11,4,17
2018,11,SQUOC11,4,20
2018,11,SQUOC11,2,5
2018,11,SQUOC11,4,29
2018,11,SQUOC11,3,12
2018,11,SQUOC11,3,15
2018,11,SQUOC11,6,250
2018,11,SQUOC11,4,27
2018,11,SQUOC11,5,51
2018,11,SQUOC11,4,20
2018,11,SQUOC11,3,20
2018,11,SQUOC11,3,13
2018,11,SQUOC11,4,27
2018,11,SQUOC11,5,28
2018,11,SQUOC11,5,27
2018,11,SQUOC11,2,4
2018,11,SQUOC11,4,26
2018,11,SQUOC11,4,11
2018,11,SQUOC11,4,20
2018,11,SQUOC11,6,35
2018,11,SQUOC11,2,17
2018,11,SQUOC11,3,16
2018,11,SQUOC11,5,33
2018,11,SQUOC11,9,250
2018,11,SQUOC1B,40,24
2018,11,SQUOC1B,3,14
2018,11,SQUOC1B,5,42
2018,11,SQUOC1B,4,28
2018,11,SQUOC1B,7,39
2018,11,SQUOC1B,5,31
2018,11,SQUOC1B,2,5
2018,11,SQUOC1B,4,16
2018,11,SQUOC1B,4,20
2018,11,SQUSE11,5,17
2018,11,SQUSE11,15,312
2018,11,SQUSE11,8,37
2018,11,SQUSE11,12,152
2018,11,SQUSE11,1,2
2018,11,SQUSE11,6,23
2018,11,SQUSE11,7,34
2018,11,SQUSE11,3,10
2018,11,SQUSE11,5,13
2018,11,SQUSE11,3,7
2018,11,SQUSE11,4,9
2018,11,SQUSE11,5,16
2018,11,SQUSE11,11,157
2018,11,SQUSE11,7,46
2018,11,SQUSE11,4,8
2018,11,SQUSE11,6,20
2018,11,SQUSE11,3,6
2018,11,SQUSE11,6,25
2018,11,SQUSE11,5,12
2018,11,SQUSE11,7,32
2018,11,SQUSE11,5,15
2018,11,SQUSE14,4,13
2018,11,SQUSE14,5,20
2018,11,SQUSE14,6,23
2018,11,SQUSE14,10,95
2018,11,SQUSE14,5,13
2018,11,SQUSE14,7,33
2018,11,SQUSE14,4,7
2018,11,SQUSE14,6,19
2018,11,SQUSE14,7,42
2018,11,SQUSE14,8,64
2018,11,SQUSE14,14,258
2018,11,SQUSE14,5,15
2018,11,SQUSE14,11,153
2018,11,SQUSE14,4,11
2018,11,SQUSE14,12,120
2018,11,SQUSE14,5,15
2018,11,SQUSE14,8,45
2018,11,SQUSE14,2,5
2018,11,SQUSE14,4,12
2018,11,SQUSE14,5,21
2018,11,SQUSE14,7,51
2018,11,SQUSE14,10,113
2018,11,SQUSE14,16,411
2018,11,SQUSE14,14,276
2018,11,SQUSE14,13,148
2018,11,SQUSE14,15,554
2018,11,SQUSE14,15,314
2018,11,SQUSE14,12,132
2018,11,SQUSE14,10,120
2018,11,SQUSE14,13,200
2018,11,SQUSE14,15,310
2018,11,SQUSE14,3,4
2018,11,SQUSE14,5,12
2018,11,SQUSE14,11,146
2018,11,SQUSE14,16,329
2018,11,SQUSE14,9,56
2018,11,SQUSE14,8,56
2018,11,SQUSE14,15,283
2018,11,SQUSE14,19,482
2018,11,SQUSE14,14,296
2018,11,SQUSE14,15,643
2018,11,SQUSE14,21,609
2018,11,SQUSE14,11,117
2018,11,SQUSE14,7,41
2018,11,SQUSE14,17,727
2018,11,SQUSE14,14,255
2018,11,SQUSE14,15,336
2018,11,SQUSE14,18,539
2018,11,SQUSE14,19,507
2018,11,SQUSE14,13,196
2018,11,SQUSE14,18,535
2018,11,SQUSE14,17,478
2018,11,SQUSE14,10,137
2018,11,SQUSE14,11,151
2018,11,SQUSE14,14,281
2018,11,SQUSE14,17,552
2018,11,SQUSE14,23,899
2018,11,SQUSE14,21,671
2018,11,SQUSE14,18,528
2018,11,SQUSE14,19,597
2018,11,SQUSE14,6,24
2018,11,SQUSE14,9,57
2018,11,SQUSE14,12,191
2018,11,SQUSE14,13,215
2018,11,SQUSE14,15,313
2018,11,SQUSE14,16,326
2018,11,SQUSE14,13,196
2018,11,SQUSE14,16,350
2018,11,SQUSE14,12,150
2018,11,SQUSE14,12,172
2018,11,SQUSE14,16,339
2018,11,SQUSE14,15,265
2018,11,SQUSE14,16,702
2018,11,SQUSE18,5,17
2018,11,SQUSE18,6,25
2018,11,SQUSE18,8,63
2018,11,SQUSE18,3,14
2018,11,SQUSE18,7,55
2018,11,SQUSE18,5,27
2018,11,SQUSE18,6,35
2018,11,SQUSE18,3,5
2018,11,SQUSE18,4,10
2018,11,SQUSE18,5,17
2018,11,SQUSE18,7,37
2018,11,SQUSE18,12,155
2018,11,SQUSE18,5,22
2018,11,SQUSE18,6,34
2018,11,SQUSE18,7,43
2018,11,SQUSE18,3,9
2018,11,SQUSE18,4,12
2018,11,SQUSE18,5,22
2018,11,SQUSE18,6,30
2018,11,SQUSE18,4,14
2018,11,SQUSE18,4,14
2018,11,SQUSE18,5,31
2018,11,SQUSE18,4,13
2018,11,SQUSE18,7,40
2018,11,SQUSE18,4,12
2018,11,SQUSE18,2,3
2018,11,SQUSE18,4,11
2018,11,SQUSE18,5,20
2018,11,SQUSE18,6,46
2018,11,SQUSE18,7,52
2018,11,SQUSE18,5,20
2018,11,SQUSE18,3,8
2018,11,SQUSE18,5,22
2018,11,SQUSE18,6,39
2018,11,SQUSE18,10,103
2018,11,SQUSE18,4,10
2018,11,SQUSE18,5,16
2018,11,SQUSE18,6,24
2018,11,SQUSE18,8,65
2018,11,SQUSE18,7,41
2018,11,SQUSE18,5,19
2018,11,SQUSE18,3,4
2018,11,SQUSE18,3,6
2018,11,SQUSE18,5,20
2018,11,SQUSE18,6,35
2018,11,SQUSE18,7,43
2018,11,SQUSE18,4,13
2018,11,SQUSE18,7,45
2018,11,SQUSE18,8,62
2018,11,SQUSE18,7,39
2018,11,SQUSE18,8,60
2018,11,SQUSE18,5,21
2018,11,SQUSE18,6,27
2018,11,SQUSE18,7,62
2018,11,SQUSE18,3,5
2018,11,SQUSE18,7,50
2018,11,SQUSE18,6,30
2018,11,SQUSE18,7,44
2018,11,SQUSE18,8,60
2018,11,SQUSE18,4,19
2018,11,SQUSE18,6,33
2018,11,SQUSE18,7,52
2018,11,SQUSE18,3,4
2018,11,SQUSE18,2,3
2018,11,SQUSE18,6,25
2018,11,SQUSE18,7,60
2018,11,SQUSE18,3,7
2018,11,SQUSE18,5,23
2018,11,SQUSE18,11,142
2018,11,SQUSE18,4,12
2018,11,SQUSE18,7,39
2018,11,SQUSE18,8,73
2018,11,SQUSE18,4,9
2018,11,SQUSE18,7,41
2018,11,SQUSE18,6,36
2018,11,SQUSE18,2,3
2018,11,SQUSE18,2,1.5
2018,11,SQUSE18,7,42
2018,11,SQUSE18,6,38
2018,11,SQUSE18,5,22
2018,11,SQUSE18,8,63
2018,11,SQUSE18,4,15
2018,11,SQUSE18,6,30
2018,11,SQUSE18,4,9
2018,11,SQUSE18,5,21
2018,11,SQUSE18,3,7
2018,11,SQUSE18,4,14
2018,11,SQUSE18,5,23
2018,11,SQUSE18,6,27
2018,11,SQUSE18,4,11
2018,11,SQUSE18,5,23
2018,11,SQUSE18,8,65
2018,11,SQUSE18,3,4
2018,11,SQUSE18,4,14
2018,11,SQUSE18,5,23
2018,11,SQUSE18,6,28
2018,11,SQUSE18,5,25
2018,11,SQUSE18,6,28
2018,11,SQUSE18,7,52
2018,11,SQUSE18,4,11
2018,11,SQUSE18,5,30
2018,11,SQUSE18,3,5
2018,11,SQUSE18,4,10
2018,11,SQUSE18,7,50
2018,11,SQUSE18,3,2
2018,11,SQUSE18,4,6
2018,11,SQUSE18,5,16
2018,11,SQUSE18,10,126
2018,11,SQUSE18,8,59
2018,11,SQUSE18,4,10
2018,11,SQUSE18,3,18
2018,11,SQUSE18,6,22
2018,11,SQUSE18,8,46
2018,11,SQUSE18,9,27
2018,11,SQUSE18,15,238
2018,11,SQUSE18,12,134
2018,11,SQUSE18,5,20
2018,11,SQUSE18,6,31
2018,11,SQUSE18,3,3
2018,11,SQUSE18,6,26
2018,11,SQUSE18,15,338
2018,11,SQUSE18,5,13
2018,11,SQUSE18,6,24
2018,11,SQUSE18,4,14
2018,11,SQUSE1G,11,123
2018,11,SQUSE1G,3,16
2018,11,SQUSE1G,4,9
2018,11,SQUSE1G,5,9
2018,11,SQUSE1G,6,22
2018,11,SQUSE1G,7,44
2018,11,SQUSE1G,11,135
2018,11,SQUSE1G,7,35
2018,11,SQUSE1G,3,10
2018,11,SQUSE1G,4,12
2018,11,SQUSE1G,5,17
2018,11,SQUSE1G,2,4
2018,11,SQUSE1G,3,7
2018,11,SQUSE1G,4,11
2018,11,SQUSE1G,5,16
2018,11,SQUSE1G,8,60
2018,11,SQUSE1G,12,143
2018,11,SQUSE1G,3,9
2018,11,SQUSE1G,5,16
2018,11,SQUSE1G,6,24
2018,11,SQUSE1G,7,37
2018,11,SQUSE1G,5,20
2018,11,SQUSE1G,4,12
2018,11,SQUSE1G,7,30
2018,11,SQUSE1G,4,6
2018,11,SQUSE1G,5,13
2018,11,SQUSE1G,7,38
2018,11,SQUSE1G,2,3
2018,11,SQUSE1G,8,51
2018,11,SQUSE1G,3,4
2018,11,SQUSE1G,5,15
2018,11,SQUSE1G,4,11
2018,11,SQUSE1G,5,19
2018,11,SQUSE1G,6,35
2018,11,SQUSE1G,5,17
2018,11,SQUSE1G,6,25
2018,11,SQUSE1G,7,30
2018,11,SQUSE1G,8,59
2018,11,SQUSE1G,6,39
2018,11,SQUSE1G,4,16
2018,11,SQUSE1G,5,18
2018,11,SQUSE1G,6,36
2018,11,SQUSE1G,6,22
2018,11,SQUSE1G,7,31
2018,11,SQUSE1G,5,19
2018,11,SQUSE1G,8,60
2018,11,SQUSE1G,8,49
2018,11,SQUSE1G,9,46
2018,11,SQUSE1G,6,28
2018,11,SQUSE1G,5,17
2018,11,SQUSE1G,7,33
2018,11,SQUSE1G,15,339
2018,11,SQUSE1G,14,297
2018,11,SQUSE1G,3,5
2018,11,SQUSE1G,11,123
2018,11,SQUSE1G,9,72
2018,11,SQUSE1G,10,113
2018,11,SQUSE1G,6,26
2018,11,SQUSE1G,4,8
2018,11,SQUSE1G,6,30
2018,11,SQUSE1G,7,52
2018,11,SQUSE1G,6,27
2018,11,SQUSE1G,5,21
2018,11,SQUSE1G,5,18
2018,11,SQUSE1G,6,25
2018,11,SQUSE1G,5,19
2018,11,SQUSE1G,7,36
2018,11,SQUSE1G,12,203
2018,11,SQUSE1G,2,6
2018,11,SQUSE1G,7,60
2018,11,SQUSE1G,13,305
2018,11,SQUSE1G,6,35
2018,11,SQUSE1G,5,10
2018,11,SQUSE1G,9,77
2018,11,SQUSE1G,12,162
2018,11,SQUSE1G,4,6
2018,11,SQUSE1G,5,20
2018,11,SQUSE1G,4,15
2018,11,SQUSE1G,6,20
2018,11,SQUSE1G,7,42
2018,11,SQUSE1G,6,32
2018,11,SQUSE1G,11,165
2018,11,SQUSE1G,7,33
2018,11,SQUSE1G,6,32
2018,11,SQUSE1G,10,87
2018,11,SQUSE1G,3,8
2018,11,SQUSE1G,6,31
2018,11,SQUSE1G,3,6
2018,11,SQUSE1G,4,13
2018,11,SQUSE1G,9,72
2018,11,SQUSE1G,5,16
2018,11,SQUSE1G,6,19
2018,11,SQUSE1G,5,15
2018,11,SQUSE1G,6,20
2018,11,SQUSE1G,3,6
2018,11,SQUSE1G,5,14
2018,11,SQUSE1G,6,23
2018,11,SQUSE1G,3,4
2018,11,SQUSE1G,6,24
2018,11,SQUSE1G,7,43
2018,11,SQUSE1G,3,6
2018,11,SQUSE1G,4,15
2018,11,SQUSE1G,5,18
2018,11,SQUSE1G,15,336
2018,11,SQUSE1G,4,12
2018,11,SQUSE1G,6,35
2018,11,SQUSE1G,7,34
2018,11,SQUSE1G,8,70
2018,11,SQUSE1G,5,15
2018,11,SQUSE1G,4,12
2018,11,STRPA01,20,226
2018,11,STRPA01,21,269
2018,11,STRPA01,17,166
2018,11,STRPA01,21,305
2018,11,STRPA01,18,201
2018,11,STRPA01,19,250
2018,11,STRPA01,20,283
2018,11,STRPA01,17,177
2018,11,STRPA01,19,230
2018,11,STRPA01,20,240
2018,11,STRPA01,21,323
2018,11,STRPA01,23,419
2018,11,STRPA01,23,358
2018,11,STRPA01,21,295
2018,11,STRPA01,15,109
2018,11,STRPA01,16,135
2018,11,STRPA01,17,141
2018,11,STRPA01,22,358
2018,11,STRPA01,20,267
2018,11,STRPA01,19,200
2018,11,STRPA01,18,187
2018,11,STRPA01,24,415
2018,11,STRPA01,22,377
2018,11,STRPA01,18,205
2018,11,STRPA01,19,210
2018,11,STRPA01,20,295
2018,11,STRPA01,22,351
2018,11,STRPA01,18,208
2018,11,STRPA01,17,163
2018,11,STRPA01,18,192
2018,11,STRPA01,21,331
2018,11,STRPA01,16,129
2018,11,STRPA01,19,229
2018,11,STRPA01,23,406
2018,11,STRPA01,19,208
2018,11,STRPA01,17,179
2018,11,STRPA01,18,191
2018,11,STRPA01,20,255
2018,11,STRPA01,24,466
2018,11,STRPA01,18,170
2018,11,STRPA01,22,350
2018,11,STRPA01,20,268
2018,11,STRPA02,27,848
2018,11,STRPA02,25,670
2018,11,STRPA02,27,662
2018,11,STRPA02,26,672
2018,11,STRPA02,22,381
2018,11,STRPA02,28,977
2018,11,STRPA02,26,750
2018,11,STRPA02,24,437
2018,11,STRPA02,24,543
2018,11,STRPA02,26,654
2018,11,STRPA02,28,813
2018,11,STRPA02,24,438
2018,11,STRPA02,26,654
2018,11,STRPA02,30,897
2018,11,SYNHA01,23,109
2018,11,SYNHA01,31,266
2018,11,SYNHA01,25,143
2018,11,SYNHA01,31,256
2018,11,SYNHA01,35,126
2018,11,SYNHA01,36,144
2018,11,SYNHA01,24,114
2018,11,SYNHA01,27,159
2018,11,SYNHA01,14,14
2018,11,SYNHA01,5,1
2018,11,SYNHA01,9,3
2018,11,SYNHA01,11,7
2018,11,SYNHA01,17,26
2018,11,SYNHA01,21,58
2018,11,SYNHA01,22,62
2018,11,SYNSA02,8,4
2018,11,SYNSA02,10,6
2018,11,SYNSA02,12,10
2018,11,SYNSA02,23,110
2018,11,SYNSA02,27,182
2018,11,SYNSA02,7,4
2018,11,SYNSA02,8,10
2018,11,SYNSA02,9,6
2018,11,SYNSA02,11,12
2018,11,SYNSA02,12,18
2018,11,SYNSA02,21,89
2018,11,SYNSA02,26,184
2018,11,SYNSA02,33,417
2018,11,SYNSA02,11,11
2018,11,SYNSA02,6,2
2018,11,SYNSA02,5,1.43
2018,11,SYNSA02,8,5
2018,11,SYNSA02,10,4
2018,11,SYNSA02,11,12
2018,11,SYNSA02,13,24
2018,11,SYNSA02,8,4
2018,11,SYNSA02,9,5
2018,11,SYNSA02,11,12
2018,11,SYNSA02,12,16
2018,11,SYNSA02,14,21
2018,11,SYNSA02,16,43
2018,11,SYNSA02,10,9
2018,11,SYNSA02,6,2
2018,11,SYNSA02,8,5
2018,11,SYNSA02,10,8
2018,11,SYNSA02,26,163
2018,11,SYNSA02,24,134
2018,11,SYNSA02,8,5
2018,11,SYNSA02,11,16
2018,11,SYNSA02,14,26
2018,11,SYNSA02,16,37
2018,11,SYNSA02,12,17
2018,11,SYNSA02,9,7
2018,11,SYNSA02,24,140
2018,11,SYNSA02,7,4
2018,11,SYNSA02,26,160
2018,11,SYNSA02,13,25
2018,11,SYNSA02,12,18
2018,11,SYNSA02,34,449
2018,11,SYNSA02,10,10
2018,11,SYNSA02,6,2
2018,11,SYNSA02,29,230
2018,11,SYNSA02,24,145
2018,11,SYNSA02,22,90
2018,11,SYNSA02,8,4
2018,11,SYNSA02,13,16
2018,11,SYNSA02,25,214
2018,11,SYNSA02,28,216
2018,11,SYNSA02,10,8
2018,11,SYNSA02,7,3
2018,11,SYNSA02,18,56
2018,11,SYNSA02,17,46
2018,11,SYNSA02,8,6
2018,11,SYNSA02,9,7
2018,11,SYNSA02,17,41
2018,11,SYNSA02,18,59
2018,11,SYNSA02,29,232
2018,11,SYNSA02,30,262
2018,11,SYNSA02,19,56
2018,11,SYNSA02,34,390
2018,11,SYNSA02,27,218
2018,11,SYNSA02,24,152
2018,11,SYNSA02,24,146
2018,11,SYNSA02,9,6
2018,11,SYNSA02,9,7
2018,11,SYNSA02,13,17
2018,11,SYNSA02,22,103
2018,11,SYNSA02,18,56
2018,11,SYNSA02,33,352
2018,11,SYNSA02,11,12
2018,11,SYNSA02,30,304
2018,11,SYNSA02,34,472
2018,11,SYNSA02,14,29
2018,11,SYNSA02,10,8
2018,11,SYNSA02,7,3
2018,11,SYNSA02,15,29
2018,11,SYNSA02,12,16
2018,11,SYNSA02,9,6
2018,11,SYNSA02,13,14
2018,11,SYNSA02,17,50
2018,11,SYNSA02,11,12
2018,11,SYNSA02,24,134
2018,11,SYNSA02,23,114
2018,11,SYNSA02,26,182
2018,11,SYNSA02,27,185
2018,11,SYNSA02,33,450
2018,11,SYNSA02,36,464
2018,11,SYNSA02,10,5
2018,11,SYNSA02,11,11
2018,11,SYNSA02,16,36
2018,11,SYNSA02,27,195
2018,11,SYNSA02,26,175
2018,11,SYNSA02,25,172
2018,11,SYNSA02,33,180
2018,11,SYNSA02,15,32
2018,11,SYNSA02,11,6
2018,11,SYNSA02,16,32
2018,11,SYNSA02,17,48
2018,11,SYNSA02,20,68
2018,11,SYNSA02,23,105
2018,11,SYNSA02,26,162
2018,11,SYNSA02,17,42
2018,11,SYNSA02,18,57
2018,11,SYNSA02,22,98
2018,11,SYNSA02,30,275
2018,11,SYNSA02,28,220
2018,11,SYNSA02,5,1
2018,11,SYNSA02,7,2
2018,11,SYNSA02,9,4
2018,11,SYNSA02,10,7
2018,11,SYNSA02,17,45
2018,11,SYNSA02,26,174
2018,11,SYNSA02,27,191
2018,11,SYNSA02,29,212
2018,11,SYNSA02,31,268
2018,11,SYNSA02,15,30
2018,11,SYNSA02,17,45
2018,11,SYNSA02,27,200
2018,11,SYNSA02,28,271
2018,11,SYNSA02,30,275
2018,11,SYNSA02,17,46
2018,11,SYNSA02,19,56
2018,11,SYNSA02,20,67
2018,11,SYNSA02,22,100
2018,11,SYNSA02,28,218
2018,11,SYNSA02,29,255
2018,11,SYNSA02,14,25
2018,11,SYNSA02,18,50
2018,11,SYNSA02,22,109
2018,11,SYNSA02,24,123
2018,11,SYNSA02,11,12
2018,11,SYNSA02,15,33
2018,11,SYNSA02,17,48
2018,11,SYNSA02,18,54
2018,11,SYNSA02,20,73
2018,11,SYNSA02,24,145
2018,11,SYNSA02,7,3
2018,11,SYNSA02,8,5
2018,11,SYNSA02,10,5
2018,11,SYNSA02,11,7
2018,11,SYNSA02,22,98
2018,11,SYNSA02,10,8
2018,11,SYNSA02,11,8
2018,11,SYNSA02,12,12
2018,11,SYNSA02,13,13
2018,11,SYNSA02,22,107
2018,11,SYNSA02,33,365
2018,11,SYNSA02,11,9
2018,11,SYNSA02,24,162
2018,11,SYNSA02,25,180
2018,11,SYNSA02,5,1
2018,11,SYNSA02,6,2
2018,11,SYNSA02,7,3
2018,11,SYNSA02,9,7
2018,11,SYNSA02,11,10
2018,11,SYNSA02,12,11
2018,11,SYNSA02,31,284
2018,11,SYNSA02,5,2
2018,11,SYNSA02,8,5
2018,11,SYNSA02,9,7
2018,11,SYNSA02,10,8
2018,11,SYNSA02,12,12
2018,11,SYNSA02,25,166
2018,11,SYNSA02,26,170
2018,11,SYNSA03,7,3
2018,11,SYNSA03,10,7
2018,11,SYNSA03,9,8
2018,11,SYNSA03,7,2
2018,11,SYNSA03,6,2
2018,11,SYNSA03,4,1
2018,11,SYNSA03,5,1
2018,11,SYNSA03,6,2
2018,11,SYNSA03,9,5
2018,11,SYNSA03,8,3
2018,11,SYNSA10,16,35
2018,11,SYNSA10,6,2
2018,11,SYNSA10,8,4
2018,11,SYNSA10,10,7
2018,11,SYNSA10,18,46
2018,11,SYNSA10,23,107
2018,11,SYNSA10,5,1
2018,11,SYNSA10,6,2
2018,11,SYNSA10,8,5
2018,11,SYNSA10,14,23
2018,11,SYNSA10,15,25
2018,11,SYNSA10,16,33
2018,11,SYNSA10,18,42
2018,11,SYNSA10,20,62
2018,11,SYNSA10,22,83
2018,11,SYNSA10,13,20
2018,11,SYNSA10,19,59
2018,11,SYNSA10,11,10
2018,11,SYNSA10,9,5
2018,11,SYNSA10,5,1
2018,11,SYNSA10,7,3
2018,11,SYNSA10,19,50
2018,11,SYNSA10,8,4
2018,11,SYNSA10,14,20
2018,11,SYNSA10,24,121
2018,11,SYNSA10,7,4
2018,11,SYNSA10,24,138
2018,11,SYNSA10,29,254
2018,11,SYNSA10,23,98
2018,11,SYNSA10,21,82
2018,11,SYNSA10,22,54
2018,11,SYNSA10,24,117
2018,11,SYNSA10,15,26
2018,11,SYNSA10,7,4
2018,11,SYNSA10,8,4
2018,11,SYNSA10,10,10
2018,11,SYNSA10,11,11
2018,11,SYNSA10,12,13
2018,11,SYNSA10,13,17
2018,11,SYNSA10,14,20
2018,11,SYNSA10,19,79
2018,11,SYNSA10,9,5
2018,11,SYNSA10,8,4
2018,11,SYNSA10,10,10
2018,11,SYNSA10,11,10
2018,11,SYNSA10,9,5
2018,11,SYNSA10,13,17
2018,11,SYNSA10,12,14
2018,11,SYNSA10,7,3
2018,11,SYNSA10,8,3
2018,11,SYNSA10,9,6
2018,11,SYNSA10,10,7
2018,11,SYNSA10,11,13
2018,11,SYNSA10,12,10
2018,11,SYNSA10,13,18
2018,11,SYNSA10,15,34
2018,11,SYNSA10,18,49
2018,11,SYNSA10,22,96
2018,11,SYNSA10,32,282
2018,11,SYNSA10,8,4
2018,11,SYNSA10,13,15
2018,11,SYNSA10,14,24
2018,11,SYNSA10,20,67
2018,11,SYNSA10,19,52
2018,11,SYNSA10,17,42
2018,11,SYNSA10,12,16
2018,11,SYNSA10,18,52
2018,11,SYNSA10,19,56
2018,11,SYNSA10,23,113
2018,11,SYNSA10,10,7
2018,11,SYNSA10,11,11
2018,11,SYNSA10,10,8
2018,11,SYNTR01,12,19
2018,11,SYNTR01,10,12
2018,11,SYNTR01,11,14
2018,11,SYNTR01,12,17
2018,11,SYNTR01,10,11
2018,11,SYNTR01,10,13
2018,11,SYNTR01,11,14
2018,11,SYNTR01,12,16
2018,11,SYNTR01,10,9
2018,11,SYNTR01,11,16
2018,11,SYNTR01,13,24
2018,11,SYNTR01,9,8
2018,11,SYNTR01,10,10
2018,11,SYNTR01,11,9
2018,11,SYNTR01,17,38
2018,11,SYNTR01,8,5
2018,11,SYNTR01,10,7
2018,11,SYNTR01,8,3
2018,11,SYNTR01,11,10
2018,11,SYNTR01,9,8
2018,11,SYNTR01,11,16
2018,11,SYNTR01,16,29
2018,11,SYNTR01,19,55
2018,11,SYNTR01,12,15
2018,11,SYNTR01,6,5
2018,11,SYNTR01,10,11
2018,11,SYNTR01,9,5
2018,11,SYNTR01,11,15
2018,11,SYNTR01,12,16
2018,11,SYNTR01,10,10
2018,11,SYNTR01,13,20
2018,11,SYNTR01,14,28
2018,11,SYNTR01,7,6
2018,11,SYNTR01,8,7
2018,11,SYNTR01,9,9
2018,11,SYNTR01,10,10
2018,11,SYNTR01,12,17
2018,11,SYNTR01,8,5
2018,11,SYNTR01,11,8
2018,11,SYNTR01,14,25
2018,11,SYNTR01,11,13
2018,11,SYNTR01,13,19
2018,11,SYNTR01,14,27
2018,11,SYNTR01,15,27
2018,11,SYNTR01,18,43
2018,11,SYNTR01,11,14
2018,11,SYNTR01,12,17
2018,11,SYNTR01,13,20
2018,11,SYNTR01,17,38
2018,11,SYNTR01,16,37
2018,11,SYNTR01,16,33
2018,11,SYNTR01,11,13
2018,11,SYNTR01,12,16
2018,11,SYNTR01,13,25
2018,11,SYNTR01,15,32
2018,11,SYNTR01,11,13
2018,11,SYNTR01,10,11
2018,11,TETAR06,11,42
2018,11,TETAR06,14,72
2018,11,TETAR06,12,54
2018,11,TETAR06,12,38
2018,11,TETLA03,22,207
2018,11,TETLA03,16,82
2018,11,TETLA05,6,5
2018,11,TETLA05,7,9
2018,11,TETLA05,9,15
2018,11,TETLA05,8,11
2018,11,TETLA05,21,164
2018,11,TETLA05,17,114
2018,11,TETLA05,12,45
2018,11,TETLA05,20,165
2018,11,TETLA05,13,52
2018,11,TETLA05,24,318
2018,11,TETLA05,26,344
2018,11,TETLA05,19,136
2018,11,TETLA05,15,65
2018,11,TETLA05,27,358
2018,11,TETLA05,10,21
2018,11,TETLA05,17,123
2018,11,TETLA05,16,70
2018,11,TETLA05,17,103
2018,11,TETLA05,18,118
2018,11,TETLA05,21,142
2018,11,TETLA05,34,755
2018,11,TETLA06,12,43
2018,11,TETLA06,13,62
2018,11,TETLA06,16,96
2018,11,TETLA06,25,263
2018,11,TETLA06,8,10
2018,11,TETLA06,13,55
2018,11,TETLA06,14,68
2018,11,TETLA06,15,86
2018,11,TETLA06,5,3
2018,11,TETLA06,10,26
2018,11,TETLA06,16,111
2018,11,TETLA06,13,71
2018,11,TETLA06,15,93
2018,11,TETLA06,17,122
2018,11,TETLA06,19,174
2018,11,TETLA06,11,46
2018,11,TETLA06,12,40
